,Flight,Full_capacity,Itinerary list,Running_capacity,Utilization Rate
0,LX0006420020920ZRHMIAF,130,"['20**I******20020920', '20BEIBOMBRU20020920', '20INIBOMBRU20020920', '324**I******20020920', '546**I******20020920', '596**I******20020920', '736**I******20020920', '736DEIBOMZRH20020920', '736INIBOMZRH20020920', '778**I******20020920', '894**I******20020920', '1346**I******20020920', '1346CHIBOMGVA20020920', '1346INIBOMGVA20020920', '1569**I******20020920', '1569DEIBOMZRH20020920', '1569INIBOMZRH20020920', '1626**I******20020920', '1626DEIBOMZRH20020920', '1626INIBOMZRH20020920', '1652**I******20020920', '1913**I******20020920', '1935**I******20020920', '1935DEIBOMZRH20020920', '1935INIBOMZRH20020920', '1964**I******20020920', '2056**I******20020920', '2395**I******20020920', '2796**I******20020920', '3153**I******20020920', '3157**I******20020920', '3248**I******20020920', '3271**I******20020920', '3537**I******20020920', '3581**I******20020920', '3984**I******20020920', '4249**I******20020920', '4285INIBOMGVA20020920', '4401**I******20020920', '4401CHIBOMGVA20020920', '4401INIBOMGVA20020920', '4639**I******20020920', '5332**I******20020920', '5445**I******20020920', '5853**I******20020920', '5878**I******20020920', '5882**I******20020920', '6367**I******20020920', '6390**I******20020920', '6449**I******20020920', '6449BEIBOMBRU20020920', '6449INIBOMBRU20020920', '6456**I******20020920', '6869**I******20020920', '6880**I******20020920', '6912**I******20020920', '6986**I******20020920', '7604**I******20020920', '7700**I******20020920', '8435**I******20020920', '8436**I******20020920', '8830**I******20020920', '8994**I******20020920', '9034**I******20020920', '9758**I******20020920', '11161**I******20020920', '12069**I******20020920', '12081**I******20020920', '13215**I******20020920', '13215CHIBOMGVA20020920', '13215INIBOMGVA20020920', '13509**I******20020920', '13969**I******20020920', '14004**I******20020920', '14430**I******20020920', '14603**I******20020920', '14617**I******20020920', '15279**I******20020920', '15976**I******20020920', '16636**I******20020920', '16722**I******20020920', '16722CHIBOMGVA20020920', '16722INIBOMGVA20020920', '16904**I******20020920', '17165**I******20020920', '17255**I******20020920', '17286**I******20020920', '17308**I******20020920', '17555**I******20020920', '18121**I******20020920', '18142**I******20020920', '18399**I******20020920', '18448**I******20020920', '19240**I******20020920', '19278**I******20020920', '19796**I******20020920', '20248**I******20020920', '20273**I******20020920', '20323**I******20020920', '20330**G******20020920', '20330DEGBOMZRH20020920', '20330INGBOMZRH20020920', '20333**I******20020920', '20418**I******20020920', '20491**I******20020920', '20569**I******20020920', '20569DEIBOMZRH20020920', '20569INIBOMZRH20020920', '20625**I******20020920', '20625CHIBOMGVA20020920', '20625INIBOMGVA20020920', '21111**I******20020920', '21322**I******20020920', '21502**I******20020920', '21798**I******20020920', '23000**I******20020920', '23018**I******20020920', '23036**I******20020920', '23036INIBOMZRH20020920', '23582**I******20020920', '23582CHIBOMGVA20020920', '23582INIBOMGVA20020920', '23650**I******20020920', '24819**I******20020920', '24849**I******20020920', '26238**I******20020920', '26297**I******20020920', '26790**I******20020920', '26909**I******20020920', '28463**I******20020920', '28463BEIBOMBRU20020920', '28463INIBOMBRU20020920', '28584**I******20020920', '28634**I******20020920', '28877**I******20020920', '28951**I******20020920', '29096**I******20020920', '29102**I******20020920', '29641**I******20020920', '30190**I******20020920', '30487**I******20020920', '31129**I******20020920', '31236**I******20020920', '31756**I******20020920', '31850**I******20020920', '31850BEIBOMBRU20020920', '31850INIBOMBRU20020920', '32028**I******20020920', '32078**I******20020920', '32661**I******20020920', '33096**I******20020920', '33652**I******20020920', '33652DEIBOMZRH20020920', '33652INIBOMZRH20020920', '34198**I******20020920', '34475**I******20020920', '34574**I******20020920', '34658**I******20020920', '34790**I******20020920', '35245**I******20020920', '35399**I******20020920', '37180**I******20020920', '37265**I******20020920', '37265BEIBOMBRU20020920', '37265INIBOMBRU20020920', '37798**I******20020920', '38953**I******20020920', '38957**I******20020920', '39267**I******20020920', '39294**I******20020920', '39778**I******20020920', '39825**I******20020920', '41731**I******20020920', '42244**I******20020920', '43053**I******20020920', '45669**I******20020920', '45860**I******20020920', '48643**I******20020920', '48718**I******20020920', '49177**I******20020920', '50118**I******20020920', '50734**I******20020920', '50792**I******20020920', '50797**I******20020920', '50797BEIBOMBRU20020920', '50797INIBOMBRU20020920', '50922**I******20020920', '51814**I******20020920', '51886**I******20020920', '51914**I******20020920', '51916**I******20020920', '52166**I******20020920', '52204**I******20020920', '52503**I******20020920', '53373**I******20020920', '53646**I******20020920', '53745**I******20020920', '53826**I******20020920', '54901**I******20020920', '55274**I******20020920', '55349**I******20020920', '56132**I******20020920', '56371**I******20020920', '56566**I******20020920', '56963**I******20020920', '56980**I******20020920', '57092**I******20020920', '59655**I******20020920', '59965**I******20020920', '60187**I******20020920', '62103**I******20020920', '62321**I******20020920', '64270**I******20020920', '64671**I******20020920', '64834**I******20020920', '64834BEIBOMBRU20020920', '65522**I******20020920', '67167**I******20020920', '69867**I******20020920', '70100**I******20020920', '70977**I******20020920', '71743**I******20020920', '71746**I******20020920', '75520**I******20020920', '78753**I******20020920', '80424**I******20020920', '80424CHIBOMGVA20020920', '82089**I******20020920', '83636**I******20020920', '83891**I******20020920', '84038**I******20020920', '84520BEIBOMBRU20020920', '84520INIBOMBRU20020920', '85227**I******20020920', '87055**I******20020920', '90005**I******20020920', '90161**I******20020920', '90161CHIBOMGVA20020920', '90161INIBOMGVA20020920', '91153**I******20020920', '91230**I******20020920', '91929**I******20020920', '92078**I******20020920', '93136**I******20020920', '94387**I******20020920', '94403**I******20020920', '95110**I******20020920', '95996**I******20020920', '96586**I******20020920', '97553**I******20020920', '98140**I******20020920', '98787**I******20020920', '99138**I******20020920', '100447**I******20020920', '102164**I******20020920', '104697**I******20020920', '108528**I******20020920', '114925**I******20020920', '115752**I******20020920', '117905**I******20020920', '128678**I******20020920', '129358**I******20020920', '129973**I******20020920', '130809**I******20020920', '132101**I******20020920', '134935**I******20020920', '136591**I******20020920', '136652**I******20020920', '138119**I******20020920', '141067**I******20020920', '142597**I******20020920', '143650**I******20020920', '144856**I******20020920', '144934**I******20020920', '145013**G******20020920', '145208**I******20020920', '147276**I******20020920', '148189**I******20020920', '148246**I******20020920', '148291**I******20020920', '148884**I******20020920', '149480**I******20020920', '149679**I******20020920', '149794**I******20020920', '150037**I******20020920', '152060**I******20020920', '152403**I******20020920', '152590BEIBOMBRU20020920', '152590INIBOMBRU20020920', '152622**I******20020920', '152631**I******20020920', '153503**I******20020920', '154130**I******20020920', '154692**I******20020920', '155819**I******20020920', '156734**I******20020920', '156882**I******20020920', '157649BEIBOMBRU20020920', '157649INIBOMBRU20020920', '158574**I******20020920', '158897**I******20020920', '161570**I******20020920', '163832**I******20020920', '164657**I******20020920', '165365**I******20020920', '165371**I******20020920', '165460**I******20020920', '167383**I******20020920', '167446**I******20020920', '167631**I******20020920', '168870**I******20020920', '170711**I******20020920', '171960**I******20020920', '172272**I******20020920', '172502**I******20020920', '172502BEIBOMBRU20020920', '172700**I******20020920', '174720**I******20020920', '174720CHIBOMGVA20020920', '174720INIBOMGVA20020920', '175862**G******20020920', '176235**I******20020920', '179620**I******20020920', '181916**I******20020920', '182033**I******20020920', '182229**I******20020920', '183625**I******20020920', '184775**I******20020920', '184872**I******20020920', '184872BEIBOMBRU20020920', '184872INIBOMBRU20020920', '186339**I******20020920', '186622**I******20020920', '187374**I******20020920', '187609**I******20020920', '192770**I******20020920', '199820**I******20020920', '200540**I******20020920', '207074**I******20020920', '209639**I******20020920', '210552**I******20020920', '212022**I******20020920', '218534**I******20020920', '219585**I******20020920', '220317**I******20020920', '220738**I******20020920', '221324**I******20020920', '221880**I******20020920', '221880BEIBOMBRU20020920', '221880INIBOMBRU20020920', '224311**I******20020920', '227271**I******20020920', '227927**I******20020920', '227961**I******20020920', '229129**I******20020920', '232102**I******20020920', '233998**I******20020920', '235215**I******20020920', '235215CHIBOMGVA20020920', '235215INIBOMGVA20020920', '236585**I******20020920', '238861**I******20020920', '238964**I******20020920', '243713**I******20020920', '243713CHIBOMGVA20020920', '243713INIBOMGVA20020920', '247643**I******20020920', '252674**I******20020920', '257500**I******20020920', '261251**I******20020920', '264266**I******20020920', '268028**I******20020920', '269445**I******20020920', '275718**I******20020920', '277970**I******20020920', '279228**I******20020920', '282731**I******20020920', '284746**I******20020920', '285299**I******20020920', '285313**I******20020920', '285492**I******20020920', '285712**I******20020920', '293321**I******20020920', '293596**I******20020920', '309292**I******20020920', '309533**I******20020920', '314336**I******20020920', '315076INIBOMBRU20020920', '318423**I******20020920', '320476**I******20020920', '321566**I******20020920', '323182**I******20020920', '331938**I******20020920', '332267**I******20020920', '332669**I******20020920', '351233**I******20020920', '354453**I******20020920', '355316**I******20020920', '359088**I******20020920', '359135**G******20020920', '364511**I******20020920', '385535**G******20020920', '387140**I******20020920', '387717**I******20020920', '387717CHIBOMGVA20020920', '387717INIBOMGVA20020920', '394642**I******20020920', '395279**I******20020920', '396247**I******20020920', '396944**G******20020920', '404013**I******20020920', '404486**I******20020920', '411257BEIBOMBRU20020920', '411257INIBOMBRU20020920', '413283**I******20020920', '420565**I******20020920', '429524**I******20020920', '443100**I******20020920', '448835**I******20020920', '449827**I******20020920', '454107**I******20020920', '454198**I******20020920', '454427**I******20020920', '456623**I******20020920', '457813**I******20020920', '462053**G******20020920', '463064**I******20020920', '463684**I******20020920', '465323**I******20020920', '465967**G******20020920', '475162**I******20020920', '476379**I******20020920', '478394**I******20020920', '479203**I******20020920', '483087**G******20020920', '494020INIBOMBRU20020920', '496192**I******20020920', '503819**I******20020920', '511469**I******20020920', '534448**I******20020920', '536606**I******20020920', '550900**I******20020920', '554037**I******20020920', '555102**I******20020920', '561032**I******20020920', '583512**I******20020920', '613579**I******20020920', '617352**I******20020920', '624548**I******20020920', '627839**I******20020920', '630891BEIBOMBRU20020920', '630891INIBOMBRU20020920', '641513**I******20020920', '654748**I******20020920', '657177**I******20020920', '658122**I******20020920', '669563**I******20020920', '670450**I******20020920', '682176**G******20020920', '693406**I******20020920', '699005**I******20020920', '701904**I******20020920', '722311**I******20020920', '726852**I******20020920', '748564**I******20020920', '765184**I******20020920', '786225**I******20020920', '794873**I******20020920', '804919**G******20020920', '811042**I******20020920', '818443**I******20020920', '819831**I******20020920', '827860**I******20020920', '837469**I******20020920', '859232**I******20020920', '887653**I******20020920', '907257**I******20020920', '916206**I******20020920', '916206CHIBOMGVA20020920', '916206INIBOMGVA20020920', '927159**I******20020920', '966102**I******20020920', '1005511**I******20020920', '1011213**I******20020920', '1034526**I******20020920', '1038760**I******20020920', '1064540INIBOMBRU20020920', '1064624**I******20020920', '1069820**I******20020920', '1084341**I******20020920', '21017403**I******20020920', '21017694**I******20020920', '21017694BEIBOMBRU20020920', '21017694INIBOMBRU20020920', '21017706**I******20020920', '21017706BEIBOMBRU20020920', '21017706INIBOMBRU20020920', '21017712BEIBOMBRU20020920', '21017712INIBOMBRU20020920', '21017714**I******20020920', '21017714INIBOMBRU20020920', '21017719**I******20020920', '21017732BEIBOMBRU20020920', '21017732INIBOMBRU20020920', '21017745BEIBOMBRU20020920', '21017745INIBOMBRU20020920', '21017753BEIBOMBRU20020920', '21017753INIBOMBRU20020920', '21017757**I******20020920', '21017761**I******20020920', '21017774BEIBOMBRU20020920', '21017774INIBOMBRU20020920', '21017789INIBOMBRU20020920', '21017794INIBOMBRU20020920', '21017904**I******20020920', '21017986**I******20020920', '21018019**I******20020920', '21018019BEIBOMBRU20020920', '21018019INIBOMBRU20020920', '21018034**I******20020920', '21018034BEIBOMBRU20020920', '21018034INIBOMBRU20020920', '21018036**I******20020920', '21018036BEIBOMBRU20020920', '21018036INIBOMBRU20020920', '21018037**I******20020920', '21018038**I******20020920', '21018038BEIBOMBRU20020920', '21018038INIBOMBRU20020920', '21018040**I******20020920', '21018040BEIBOMBRU20020920', '21018042**I******20020920', '21018042BEIBOMBRU20020920', '21018042INIBOMBRU20020920', '21018043**I******20020920', '21018043BEIBOMBRU20020920', '21018096BEIBOMBRU20020920', '21018096INIBOMBRU20020920', '21018655**I******20020920', '21018692**I******20020920', '21018692CHIBOMGVA20020920', '21018692INIBOMGVA20020920', '21018711**I******20020920', '21018717**I******20020920', '21018791CHGBOMGVA20020920', '21018800**I******20020920', '21018856**I******20020920', '21018866**I******20020920', '21018868**I******20020920', '21018887**G******20020920', '21018939**G******20020920', '21019015**I******20020920', '21019027**I******20020920', '21019066**I******20020920', '21019220**I******20020920', '21019350**I******20020920', '21019571**I******20020920', '21019906**I******20020920', '21019919**I******20020920', '21019947**I******20020920', '21019953**I******20020920', '21020012**G******20020920', '21020046**I******20020920', '21020299**I******20020920', '21020348**I******20020920', '21020397**I******20020920', '21020403**I******20020920', '21020412**I******20020920', '21020420**I******20020920']",78.53367,60.41051538
1,LX0006420020920ZRHMIAC,30,"['23**I******20020920', '23CHIZRHNRT20020920', '393**I******20020920', '393ESIBCNNRT20020920', '393JPIBCNNRT20020920', '896**I******20020920', '896CHIZRHNRT20020920', '896JPIZRHNRT20020920', '1801**I******20020920', '1890CHIGVANRT20020920', '2820**ILHRNRT20020920', '2820GBILHRNRT20020920', '2896**I******20020920', '2896ESIMADNRT20020920', '2896JPIMADNRT20020920', '3501**I******20020920', '4009**I******20020920', '4457JPGZRHNRT20020920', '6600**I******20020920', '6600CHIGVANRT20020920', '6600JPIGVANRT20020920', '6691**I******20020920', '7756**I******20020920', '8778**I******20020920', '8778**ILHRNRT20020920', '8778GBILHRNRT20020920', '9324**I******20020920', '9487**I******20020920', '9487CHIGVANRT20020920', '9487JPIGVANRT20020920', '9543**I******20020920', '9902**I******20020920', '10667**I******20020920', '10791JPIPRGNRT20020920', '11418**I******20020920', '11579**I******20020920', '11579JPIFCONRT20020920', '11779**I******20020920', '12645**I******20020920', '13013**I******20020920', '13013ESIBCNNRT20020920', '13013JPIBCNNRT20020920', '14001**I******20020920', '14626**I******20020920', '15557**I******20020920', '16407**I******20020920', '17577**I******20020920', '17577CHIGVANRT20020920', '17577JPIGVANRT20020920', '18884**I******20020920', '18884ESIMADNRT20020920', '19145**I******20020920', '19204**ILHRNRT20020920', '19204GBILHRNRT20020920', '20390JPGPRGNRT20020920', '21188**I******20020920', '21353**I******20020920', '21375**I******20020920', '22172ESIBCNNRT20020920', '22560**I******20020920', '23286**I******20020920', '23395**I******20020920', '23400**I******20020920', '24099**I******20020920', '24099GBILHRNRT20020920', '24248**I******20020920', '26011**I******20020920', '26051**I******20020920', '26897**I******20020920', '28247**I******20020920', '28401**I******20020920', '28875**I******20020919', '28978CHIGVANRT20020920', '29622**I******20020920', '29622CHIZRHNRT20020920', '30082**I******20020919', '31041**I******20020920', '31931**I******20020919', '32326**I******20020920', '37315JPGGVANRT20020920', '37666**I******20020920', '37764**I******20020920', '39805**I******20020920', '39805JPIFCONRT20020920', '39930CZIPRGNRT20020920', '41060CHIGVANRT20020920', '41060JPIGVANRT20020920', '41372**I******20020920', '43013**I******20020920', '43270**I******20020920', '43270CHIGVANRT20020920', '43550**G******20020920', '43550**I******20020920', '44669**I******20020920', '46118**I******20020920', '47083**I******20020920', '47457**I******20020920', '48470JPIPRGNRT20020920', '49613**I******20020920', '49613ATIVIENRT20020920', '49613JPIVIENRT20020920', '52496**I******20020920', '53092**I******20020920', '54604**I******20020920', '56011**ILHRNRT20020920', '56322**I******20020920', '56353**I******20020920', '56479**I******20020920', '56479CHIGVANRT20020920', '61901**I******20020920', '63890**I******20020920', '63890JPIVIENRT20020920', '64084**I******20020920', '65075**I******20020920', '65971**I******20020920', '65980**I******20020920', '66338**I******20020920', '67230**I******20020920', '74606**I******20020920', '75592**I******20020920', '80629**I******20020920', '82366**I******20020920', '83006**ILHRNRT20020920', '83329**ILHRNRT20020920', '83329GBILHRNRT20020920', '85349**I******20020920', '87005JPIVIENRT20020920', '88498**I******20020920', '92953**I******20020920', '93868**I******20020920', '93973**I******20020920', '94875**I******20020920', '97819**I******20020920', '100906**I******20020920', '102450**I******20020920', '103627**I******20020920', '107882**I******20020920', '107882JPIVIENRT20020920', '107892**I******20020920', '107892JPIVIENRT20020920', '109777**I******20020920', '111803**I******20020920', '114332**I******20020920', '114332CZIPRGNRT20020920', '114332JPIPRGNRT20020920', '116015**I******20020920', '117967**I******20020920', '124149**I******20020920', '124180**I******20020920', '126742**I******20020920', '127813**I******20020920', '128844**I******20020920', '129099**I******20020920', '131151**I******20020920', '137717**I******20020920', '140121**I******20020920', '140121CHIGVANRT20020920', '140186**I******20020920', '141440ESIMADNRT20020920', '142704**I******20020920', '146690**I******20020920', '147793**I******20020919', '148252**I******20020919', '149413**I******20020920', '152575**I******20020920', '157358JPGVIENRT20020920', '158966**ILHRNRT20020920', '158966GBILHRNRT20020920', '160655**I******20020919', '164320**I******20020920', '165266**I******20020920', '172253**I******20020920', '173334**I******20020920', '174163**I******20020920', '175735**I******20020920', '182918**ILHRNRT20020920', '182918GBILHRNRT20020920', '189584**I******20020920', '194135**I******20020920', '194892**I******20020920', '198886**I******20020920', '205488**I******20020920', '206148**I******20020920', '213941**I******20020920', '214249**I******20020920', '215960**I******20020920', '216125JPGFCONRT20020920', '218398**I******20020919', '218410**I******20020919', '222422CZIPRGNRT20020920', '228471**I******20020919', '228479**I******20020919', '242537**I******20020919', '242706**I******20020920', '247874**I******20020920', '248492**I******20020920', '249902**I******20020919', '250883**I******20020920', '254607**I******20020920', '256975**I******20020919', '258094**I******20020920', '258450**I******20020920', '259063**I******20020920', '259063CHIGVANRT20020920', '263170**I******20020920', '271041**I******20020920', '271041JPICAINRT20020920', '274008**I******20020920', '278783**G******20020920', '280082JPIVIENRT20020920', '282248**G******20020919', '283469**I******20020920', '288321**I******20020920', '290095**I******20020920', '291486**I******20020919', '301783**I******20020920', '307504**I******20020920', '307628**I******20020920', '308219**I******20020920', '311608**I******20020920', '314089**I******20020920', '319565JPIVIENRT20020920', '322825CHIGVANRT20020920', '328874CHIGVANRT20020920', '329147**I******20020920', '338882**I******20020919', '340209**I******20020920', '340415**I******20020920', '352793**I******20020920', '353786**I******20020920', '359261**I******20020920', '368175**I******20020919', '373633**I******20020920', '377881**I******20020919', '378556**I******20020920', '378790**I******20020920', '379181ATIVIENRT20020920', '384069**I******20020920', '386155CZIPRGNRT20020920', '387093**I******20020920', '389537JPIMADNRT20020919', '391920**I******20020920', '419006**I******20020920', '427025**I******20020920', '431352**I******20020920', '442455ATIVIENRT20020920', '451182**I******20020920', '456280**I******20020920', '457137**I******20020920', '457151**I******20020920', '459478**I******20020920', '478645**I******20020920', '486356JPGMADNRT20020920', '500026**I******20020920', '502041**I******20020920', '502501**I******20020920', '503102**I******20020919', '503209**I******20020920', '508503**I******20020919', '511256**G******20020920', '516764JPIVIENRT20020920', '519737CHIGVANRT20020920', '525183**I******20020920', '537119**I******20020920', '548086**I******20020920', '550034**I******20020920', '557925**I******20020920', '558817**I******20020920', '562985**I******20020919', '569802**I******20020919', '585643**I******20020920', '587712**I******20020920', '589619**I******20020920', '600750**G******20020920', '603205**I******20020919', '608861**I******20020920', '632347**I******20020919', '641840**I******20020920', '645557JPGPRGNRT20020920', '654394**I******20020920', '667876JPIMADNRT20020919', '670383**I******20020920', '671909**I******20020919', '675323**I******20020920', '676574**I******20020920', '685544**I******20020920', '707943**ILHRNRT20020920', '712139CHIGVANRT20020920', '716553**I******20020919', '726907**I******20020920', '730131JPGBCNNRT20020920', '736576**I******20020920', '743722**I******20020919', '755554**I******20020920', '760567JPGMADNRT20020920', '770940**G******20020920', '794982**I******20020919', '811579**I******20020919', '843914**I******20020920', '849995ESIMADNRT20020920', '855386**I******20020919', '876466**I******20020920', '883366**G******20020920', '886687**I******20020920', '903362**I******20020919', '916466**I******20020920', '917360**I******20020919', '920213**G******20020920', '932304**G******20020920', '935671**I******20020920', '952979**I******20020920', '962516**I******20020920', '979587**I******20020919', '992792**I******20020920', '995596**I******20020920', '1001546**I******20020919', '1012707**I******20020919', '1036766**ILHRNRT20020920', '1090269CHIGVANRT20020920', '21031795**I******20020920', '21031802**I******20020920', '21031804**I******20020920', '21031814**I******20020920', '21031840**G******20020920', '21031843**I******20020920', '21031856**I******20020920', '21031860**I******20020920', '21031876**I******20020920', '21031886**I******20020920', '21043029**I******20020920', '21043030**I******20020920', '21043038**I******20020920', '21109204**I******20020920', '21109248**I******20020920', '21182088**I******20020920', '21199479**I******20020920', '21200652JPGVIENRT20020920']",30,100
