243000,3
168000,14
618000,3
562000,1
4930000,2
170000,24
775999,1
146000,24
206000,11
456000,1
382000,2
256000,7
1889000,1
320000,10
216000,7
324000,1
430000,2
1328000,1
346000,5
284000,4
1002000,1
623000,2
486000,3
739000,3
669000,1
399000,3
5955000,1
678000,3
2537000,2
558000,1
1687000,5
198000,10
543000,4
8399000,1
423000,3
4100000,1
1447000,1
25793000,1
2751000,2
2281000,1
2095000,1
884000,2
8489000,1
10456000,1
2298000,1
1063000,1
4150000,3
23110000,1
1345000,3
3081000,1
1029000,2
846000,1
130000,57
454000,2
1089000,2
581000,4
231000,6
651000,2
506000,1
1374000,2
3669000,1
727000,3
676000,2
753000,1
4316000,1
2081000,1
924000,2
1230000,1
258000,4
7171000,1
3250000,1
182000,20
1565000,1
1044000,3
2270000,1
536000,4
5679000,1
815000,1
285000,10
304000,4
640000,3
366000,2
242000,9
199000,7
1075000,1
515000,5
872000,2
189000,8
3350000,3
282000,8
163000,14
29999,1
434000,2
188000,17
274000,1
433000,2
5563000,1
427000,4
1193000,2
468000,3
1113000,1
894000,2
1690000,1
175000,9
648000,1
370000,6
643000,2
3842000,1
167000,12
1378000,1
1011000,1
395000,4
598000,3
3148000,1
212000,7
226000,8
635000,1
187000,15
485000,3
222000,5
4787000,1
3690000,1
4511000,1
1475000,1
6706000,1
1616000,3
1111000,2
193000,15
248000,5
993000,1
948000,1
745000,2
5998,1
438000,4
349000,5
348000,2
240000,12
1945000,1
500000,4
1510000,1
233000,5
4023000,1
217000,11
156000,18
2451000,1
3198000,1
709000,1
2135000,1
3472000,1
2721000,2
165000,15
2041000,1
254000,9
367000,2
1937000,1
1659000,1
6400000,1
568000,3
494000,2
464000,2
387000,1
326000,2
1587000,1
3016000,1
408000,3
166000,15
550000,4
162000,15
4056000,1
1211000,1
229000,5
511000,1
180000,20
1259000,1
1759000,2
1340000,1
490000,3
4759000,1
961000,2
1686000,1
3193000,1
195000,13
913000,2
313000,4
823000,1
410000,6
245000,7
891000,1
2512000,1
470000,7
3851000,1
480000,3
291000,4
656000,2
1446000,1
3165000,2
4749000,1
4201000,1
392000,3
1803000,1
4475000,1
603000,1
296000,3
3403000,1
768000,4
569000,2
197000,9
530000,2
234000,12
3504000,2
327000,2
481000,4
1909000,1
1046000,2
228000,11
261000,8
224000,8
331000,5
531000,2
2789000,1
352000,5
244000,8
131000,41
421000,5
236000,8
208000,5
181000,7
661000,3
447000,2
406000,4
279000,4
419000,5
268000,7
299000,5
310000,4
225000,11
237000,9
2688000,1
385000,4
281000,6
551000,1
371000,2
332000,4
301000,5
295000,3
3608000,1
492000,3
426000,2
2275000,1
782000,1
223000,7
8371000,1
660000,2
3505000,1
1554000,2
369000,3
4156000,1
3343000,1
3103000,1
604000,5
2040000,1
2870000,1
837000,1
1692000,2
1055000,1
401000,4
1092000,1
1182000,2
209000,9
259000,1
3090000,1
3870000,1
979000,1
1,1
2106000,1
4203000,1
1090000,1
1493000,1
418000,1
2344000,1
699000,2
2416000,1
273000,5
1513000,2
265000,8
178000,7
513000,2
557000,1
363000,1
219000,8
3907000,1
3777000,1
2850000,1
302000,3
5241000,1
397000,1
743000,2
466000,2
2746000,2
358000,1
1053000,1
860000,2
238000,5
3435000,1
425000,3
1262000,2
965000,1
461000,1
3455000,1
775000,2
12197000,1
2649000,1
286000,5
214000,4
794000,2
554000,1
183000,11
630000,3
323000,2
479000,3
319000,2
1257000,2
3283000,1
1341000,2
4590000,1
294000,7
905000,2
316000,4
624000,1
802000,2
221000,3
1399000,1
703000,2
687000,1
1969000,1
3287000,1
5925000,1
335000,3
4865000,1
297000,1
4629000,1
4050000,1
991000,3
737000,2
8422000,1
2770000,1
2308000,2
755000,2
4385000,2
272000,4
2202000,1
215000,4
2594000,1
2060000,2
5442000,1
1838000,1
1388000,2
3281000,1
756000,2
2998000,1
11190000,1
2506000,1
459000,1
1650000,2
314000,3
1922000,1
514000,1
1628000,1
287000,1
3418000,1
7340000,1
499000,2
1355000,1
696000,2
580000,3
1758000,1
405000,2
12123000,1
402000,1
1226000,1
682000,1
5230000,1
2755000,1
555000,3
2128000,2
5074000,1
1666000,1
7670000,1
1140000,3
3823000,1
2579000,1
1843000,1
883000,1
726000,1
311000,4
4333000,1
2971000,1
1025000,3
6859000,1
541000,1
1397000,1
1393000,1
1146000,1
1142000,1
1317000,1
900,1
176000,13
1960000,1
1465000,1
15510000,1
750000,1
3337000,2
4383000,1
1562000,1
1034000,1
22637000,1
1508000,1
4869000,1
841000,2
501000,2
251000,3
428000,3
1891000,1
6249000,1
330000,4
376000,2
1143000,3
458000,3
473000,2
668000,1
642000,2
918000,2
935000,1
599000,1
227000,3
3950000,1
449000,1
2484000,1
1932000,1
1318000,2
925000,2
1112000,2
4919000,2
280000,8
2600000,1
664000,3
532000,4
277000,2
549000,2
563000,1
13843000,1
714000,1
520000,2
283000,3
260000,8
672000,3
901000,2
1186000,1
613000,3
1320000,1
3284000,1
1813000,1
2913000,1
1432000,1
1173000,1
12255000,1
6132000,1
3740000,1
4075000,1
3935000,1
951000,2
2038000,1
1718000,2
2458000,1
950000,4
2218000,1
257000,3
1455000,2
1118000,1
710000,1
411000,1
2210000,1
344000,3
4405000,1
3176000,1
650000,3
589000,1
239000,4
372000,1
1419000,1
1519000,1
2176000,1
4270000,1
322000,6
851000,1
159000,21
1840000,1
435000,3
1035000,2
14848000,1
597000,1
758000,3
1570000,3
325000,2
607000,1
1437000,1
888000,1
1737000,1
298000,2
1631000,1
465000,2
1161000,2
824000,2
601000,2
12544000,1
632000,1
693000,1
2001000,1
394000,4
881000,1
988000,1
1329000,2
4105000,1
1244000,1
1154000,1
2748000,1
5384000,1
384000,2
1033000,2
1457000,1
3374000,1
2643000,1
1956000,1
3295000,1
2476000,1
6200000,1
680000,1
6274000,1
910000,2
1904000,1
2235000,1
2729000,1
893000,1
3819000,1
315000,3
404000,3
420000,4
318000,6
516000,1
2387000,1
2942000,1
865000,2
1076000,1
525000,3
4083000,1
615000,3
1000000,1
442000,2
1884000,1
448000,1
3132000,1
3088000,1
1204000,2
2951000,1
2667000,2
1348000,2
2480000,1
365000,2
2306000,1
3260000,1
321000,2
393000,2
2331000,1
1440000,1
3074000,1
2012000,1
5316000,1
989000,2
345000,2
307000,6
1902000,1
689000,1
2355000,1
3206000,2
1607000,1
4252000,2
3107000,1
3098000,1
2786000,1
8615000,1
843000,1
2680000,1
1101000,2
816000,1
340000,3
3257000,1
3914000,1
1623000,1
1125000,1
840000,3
1784000,1
5020000,1
3890000,1
1072000,1
10610000,1
446000,1
1064000,1
1905000,1
12669000,1
87171000,1
2719000,1
429000,1
3430000,1
633000,2
271000,4
730000,2
362000,2
1284000,2
704000,1
1188000,1
762000,1
534000,1
3452000,1
760000,4
5022000,1
1973000,1
1411000,2
1006000,2
2005000,1
475000,1
1584000,1
519000,1
337000,1
1526000,1
18998,1
2395000,1
3417000,1
289000,2
2330000,1
610000,1
5700000,1
3753000,2
5804000,1
1245000,1
2259000,1
3465000,1
1028000,1
6318000,1
3349000,1
1680000,1
1930000,1
1228000,2
903000,1
1040000,1
2664000,1
885000,1
641000,1
451000,2
8229000,1
1785000,1
8510000,1
3397000,1
3432000,1
439000,4
1953000,2
1796000,1
751000,2
12281000,1
10090000,1
364000,2
27969000,1
783000,3
1306000,2
3600000,2
1451000,1
2234000,1
6937000,1
1681000,1
962000,1
1516000,1
5654000,1
7107000,1
1748000,1
4127000,1
2639000,1
502000,1
571000,1
701000,4
937000,2
1413000,1
4903000,1
1471000,2
6017000,1
695000,1
957000,1
1213000,1
1500000,1
8887000,1
3121000,1
944000,1
2061000,1
2785000,1
1550000,1
621000,1
1281000,1
1846000,1
5205000,1
49510000,1
6389000,1
2314000,1
1300000,2
341000,2
1381000,1
7938000,1
2332000,1
2255000,1
2184000,1
2206000,1
4723000,1
1108000,1
813000,1
2073000,2
1610000,1
542000,2
912000,1
400000,2
3139000,1
1235000,2
2374000,1
3181000,1
1126000,1
880000,2
9660000,1
2943000,1
5784000,1
4704000,1
3226000,1
909000,1
1600000,1
759000,1
3524000,1
10788000,1
1496000,1
6562000,1
1202000,2
6810000,1
900000,1
1043000,2
1942000,1
2898000,1
2780000,1
10558000,1
4526000,1
518000,2
2102000,1
14858000,1
964000,1
39570000,1
306000,3
1275000,2
453000,1
166443000,1
249000,2
1525000,1
1120000,1
17453000,1
13284000,1
440000,3
1023000,1
1521000,1
7816000,1
13791000,1
6662000,1
18103000,1
14367000,1
22172000,1
15066000,1
7057000,1
29033000,1
1599000,1
774000,1
381000,3
606000,3
653000,1
583000,2
153780000,1
6762000,1
1918000,1
1172000,1
17562000,1
1467000,2
3211000,1
637000,1
825000,1
1795000,1
984000,1
731000,1
1490000,2
2104000,1
8064000,1
631000,2
1349000,1
424000,1
1595000,1
2054000,1
33568000,1
26584000,1
507000,1
4262000,1
16032000,1
355000,2
415000,2
923000,2
1362000,2
462000,3
1187000,1
1585000,1
1073000,1
1162000,1
627000,3
16600000,1
2691000,1
1448000,1
4534000,1
379000,1
3073000,1
380000,3
540000,2
2931000,1
8607000,1
814000,1
2620000,1
2946000,1
3078000,1
4190000,1
5195000,1
14208000,1
6228000,1
577000,2
4906000,1
785000,1
3497000,1
11999,1
2379000,1
1640000,3
3058000,1
6518000,1
1644000,1
1697000,1
1148000,1
2084000,1
14178000,1
334000,3
9157000,1
6043000,1
1005000,1
1128000,1
2241000,1
1823000,1
1312000,1
2650000,1
8278000,1
2623000,1
7154000,1
206268000,1
10528000,1
859000,2
1954000,1
6081000,1
6506000,1
1555000,1
963000,2
1003000,1
6963000,1
2834000,1
1179000,1
2802000,1
1039000,1
1608000,1
3330000,1
1382000,1
4428000,1
2282000,1
13130000,1
2181000,1
2112000,1
8592000,1
2070000,1
4111000,1
4822000,1
1624000,1
7058000,1
1454000,1
595000,2
7329000,1
356000,2
3416000,1
8857000,1
1569000,1
3216000,1
2064000,1
567000,1
1280000,1
862000,1
2525000,1
2771000,1
3488000,1
317000,1
2528000,1
1861000,1
2051000,1
722000,2
1203000,1
1693000,2
7300000,1
1858000,2
845000,1
806000,1
2177000,1
2311000,1
6010000,1
1408000,1
608000,2
538000,1
4260000,1
2057000,1
5292000,1
3990000,1
2912000,1
3498000,1
616000,1
1007000,1
7414000,1
3024000,1
998000,3
2276000,1
5979000,1
8181000,1
529000,1
4410000,1
3415000,1
1825000,1
3723000,1
1762000,1
3954000,1
3020000,1
2400000,1
1501000,1
1361000,1
4540000,1
2543000,1
2035000,1
14700000,2
8730000,1
10760000,1
11750000,1
2692000,1
17294000,1
1321000,1
4716000,1
3518000,1
4850000,1
3380000,1
999000,2
1938000,1
1315000,1
1427000,1
3513000,1
4220000,1
510000,1
1851000,1
1049000,1
4239000,1
4835000,1
798000,1
2262000,1
7000000,1
919000,1
4332000,1
942000,2
6889000,1
1778000,1
3274000,1
2053000,1
2749000,1
1656000,1
4425000,1
8656000,1
497000,2
1833000,1
1401000,1
940000,1
5370000,1
833000,1
5789000,1
19579000,1
4652000,1
639000,1
2570000,1
4005000,1
943000,1
1578000,1
854000,1
524000,1
2744000,1
488000,2
333000,2
1119000,1
4433000,1
2704000,1
2008000,1
3936000,1
3333000,1
1944000,2
5109000,1
5358000,1
1444000,1
1194000,1
437000,2
1987000,1
1224000,1
1760000,1
1893000,1
1052000,2
42999,1
2401000,1
5536000,1
3706000,1
2378000,1
2092000,1
973000,2
3550000,1
2350000,1
4017000,1
1363000,1
545000,4
2470000,3
827000,1
675000,2
1231000,1
1494000,1
2671000,1
4010000,1
1196000,1
484000,1
1237000,1
2337000,1
2230000,1
1491000,1
533000,1
625000,2
4985000,1
1160000,1
2165000,1
1181000,1
2010000,1
2351000,1
1755000,1
3594000,1
6406000,1
3855000,1
403000,2
5639000,1
828000,2
329000,2
970000,3
3119000,1
1841000,1
3531000,1
1805000,2
728000,1
2710000,1
469000,1
3223000,1
831000,2
1291000,1
1546000,1
1068000,1
1310000,1
1105000,1
1484000,1
1980000,1
2750000,1
1047000,1
2192000,1
1271000,1
3714000,1
1929000,1
422000,1
938000,2
1311000,1
2417000,1
3236000,2
1074000,1
575000,3
1020000,1
4737000,1
879000,1
4049000,1
914000,1
539000,1
1518000,1
2370000,1
1970000,1
460000,1
652000,2
2153000,1
1227000,2
35510000,1
2180000,1
2260000,1
713000,1
7672000,1
3521000,1
278000,3
735000,1
2775000,1
1441000,1
2891000,1
1551000,1
2538000,1
2082000,1
2700000,1
1339000,2
4882000,1
958000,1
3747000,1
537000,1
1621000,1
842000,1
619000,1
3879000,1
2209000,1
2473000,1
1030000,1
2325000,1
197999,1
1701000,1
4415000,1
1272000,1
2132000,1
3116000,1
2197000,1
3338000,1
1982000,1
2085000,1
4600000,1
990000,1
328000,1
1308000,1
1290000,1
1964000,2
1059000,1
3650000,1
3750000,1
1920000,1
1050000,1
9381000,1
1810000,1
820000,1
892000,1
2033000,1
662000,2
2444000,1
1844000,1
3886000,1
2100000,1
1487000,1
4675000,1
1422000,3
4492000,1
1567000,1
4885000,1
4514000,1
2231000,1
2731000,1
1676000,1
1559000,2
1695000,1
1400000,1
1653000,1
2494000,2
1205000,1
4665000,1
443000,1
2239000,1
2893000,1
483000,2
1042000,1
666000,1
2198000,1
79999,1
2323000,1
1536000,1
600000,1
3672000,1
544000,2
1292000,1
3394000,1
930000,1
2026000,1
2187000,1
839000,1
2566000,2
1405000,1
1022000,2
1407000,1
671000,1
5188000,1
1715000,1
2168000,1
3066000,1
495000,1
1504000,2
1010000,1
6996000,1
2430000,1
2972000,1
3760000,1
1957000,1
1435000,1
3240000,1
3585000,1
2656000,1
1110000,1
1921000,1
2798000,1
3443000,1
7950000,1
1462000,1
1139000,1
4618000,1
1167000,1
46999,1
396000,1
1054000,1
5277000,1
1579000,1
1460000,1
1677000,1
738000,2
2690000,1
432000,1
2056000,1
5676000,1
1014000,1
1915000,1
1712000,1
1377000,1
864000,1
2551000,1
1138000,1
1719000,1
3252000,1
3542000,1
4144000,1
4377000,1
790000,1
1634000,1
2302000,1
8037000,1
417000,3
3004000,1
1860000,1
1912000,1
1509000,1
3056000,1
2319000,1
3000000,2
2007000,1
4630000,1
1132000,1
4334000,1
1594000,1
11734000,1
1325000,1
1428000,1
1716000,1
10299000,1
1260000,1
4019000,1
2519000,1
796000,1
819000,1
2175000,1
361000,1
3489000,1
566000,1
1061000,1
4174000,1
3771000,1
2663000,1
3839000,1
705000,1
2019000,1
980000,1
2743000,1
4582000,1
2595000,1
1071000,1
1038000,2
4063000,1
1225000,1
1612000,1
1391000,1
1739000,1
1968000,1
1866000,1
3095000,1
770000,1
10037000,1
11635000,1
3222000,1
584000,1
2086000,1
391000,1
3782000,1
1372000,1
3799000,1
588000,1
810000,2
1503000,1
4692000,1
1890000,1
1545000,1
2894000,1
2063000,1
1615000,1
556000,1
1087000,1
455000,1
968000,1
560000,1
1223000,1
412000,1
6366000,1
8515000,1
6130000,1
5574000,1
4067000,1
27562000,1
3288000,1
13371000,1
1251000,1
5872000,1
9458000,1
3574000,1
17833000,1
576000,1
3420000,1
3204000,1
4456000,1
4801000,1
3807000,1
1734000,1
5865000,1
2043000,1
2565000,1
706000,1
4961000,1
2900000,1
14184000,1
1032000,1
670000,1
9085000,1
374000,1
4520000,1
2447000,1
6137000,1
3614000,1
1420000,1
3405000,1
1037000,1
5286000,1
55999,1
3113000,1
6381000,1
673000,1
5451000,1
2291000,1
2505000,1
667000,1
720000,2
1097000,1
2540000,1
1098000,1
3300000,1
1330000,1
1351000,1
1045000,1
7205000,1
1301000,1
2960000,1
799000,1
2762000,1
1057000,1
779000,1
15325000,1
911000,1
3185000,1
805000,1
3440000,1
787000,1
629000,1
1740000,1
528000,1
946000,1
2557000,1
4008000,1
690000,1
2483000,1
3711000,1
1756000,1
509000,1
1834000,1
1850000,1
795000,1
5291000,1
2172000,1
2501000,1
6136000,1
