FALSE,-1,8835
FALSE,-2,7735
FALSE,0,4520
FALSE,1,1
FALSE,1000,6090
FALSE,10000,9117
FALSE,100000,170
FALSE,101000,55
FALSE,102000,49
FALSE,102928000,1
FALSE,103000,51
FALSE,104000,39
FALSE,105000,46
FALSE,10508000,2
FALSE,106000,35
FALSE,107000,36
FALSE,1073000,1
FALSE,10760000,1
FALSE,108000,35
FALSE,109000,40
FALSE,11000,3981
FALSE,110000,77
FALSE,111000,41
FALSE,1111000,1
FALSE,112000,25
FALSE,113000,29
FALSE,1134000,1
FALSE,114000,27
FALSE,115000,33
FALSE,116000,41
FALSE,117000,21
FALSE,1178000,1
FALSE,118000,30
FALSE,1187000,1
FALSE,119000,24
FALSE,12000,3960
FALSE,120000,32
FALSE,121000,27
FALSE,12123000,1
FALSE,122000,17
FALSE,1223000,1
FALSE,1225000,1
FALSE,1228000,1
FALSE,123000,13
FALSE,1230000,1
FALSE,124000,15
FALSE,125000,22
FALSE,1251000,1
FALSE,126000,17
FALSE,12669000,1
FALSE,127000,21
FALSE,128000,16
FALSE,129000,19
FALSE,13000,4089
FALSE,130000,30
FALSE,131000,14
FALSE,132000,15
FALSE,133000,15
FALSE,1333000,1
FALSE,134000,12
FALSE,1343000,8
FALSE,135000,17
FALSE,136000,12
FALSE,137000,6
FALSE,138000,13
FALSE,139000,11
FALSE,1399000,1
FALSE,14000,4336
FALSE,140000,15
FALSE,141000,17
FALSE,142000,4
FALSE,1420000,1
FALSE,1427000,1
FALSE,143000,9
FALSE,144000,10
FALSE,145000,14
FALSE,146000,6
FALSE,1467000,1
FALSE,147000,5
FALSE,14700000,2
FALSE,148000,10
FALSE,148999,1
FALSE,149000,4
FALSE,1490000,1
FALSE,1493000,1
FALSE,15000,6306
FALSE,150000,70
FALSE,151000,12
FALSE,152000,3
FALSE,1525000,1
FALSE,153000,5
FALSE,154000,7
FALSE,155000,10
FALSE,15510000,1
FALSE,156000,3
FALSE,157000,5
FALSE,1579000,1
FALSE,158000,6
FALSE,1584000,1
FALSE,159000,5
FALSE,16000,3777
FALSE,160000,15
FALSE,1608000,1
FALSE,161000,3
FALSE,162000,4
FALSE,1621000,1
FALSE,163000,4
FALSE,164000,1
FALSE,165000,3
FALSE,166000,2
FALSE,167000,1
FALSE,168000,3
FALSE,1680000,1
FALSE,1687000,1
FALSE,169000,4
FALSE,1692000,1
FALSE,17000,3648
FALSE,170000,11
FALSE,171000,5
FALSE,172000,3
FALSE,173000,6
FALSE,174000,3
FALSE,175000,1
FALSE,176000,2
FALSE,177000,3
FALSE,178000,2
FALSE,179000,5
FALSE,18000,3726
FALSE,180000,4
FALSE,181000,2
FALSE,1813000,1
FALSE,182000,4
FALSE,183000,2
FALSE,184000,2
FALSE,185000,6
FALSE,1858000,1
FALSE,186000,4
FALSE,1866000,1
FALSE,187000,6
FALSE,188000,4
FALSE,189000,1
FALSE,19000,3444
FALSE,190000,11
FALSE,191000,2
FALSE,193000,1
FALSE,1938000,1
FALSE,194000,4
FALSE,195000,1
FALSE,1968000,1
FALSE,197000,1
FALSE,198000,1
FALSE,1982000,1
FALSE,199000,4
FALSE,2000,2632
FALSE,20000,5468
FALSE,200000,9
FALSE,201000,4
FALSE,202000,6
FALSE,2035000,1
FALSE,204000,2
FALSE,205000,3
FALSE,206000,2
FALSE,207000,5
FALSE,2073000,1
FALSE,208000,1
FALSE,209000,2
FALSE,2098000,1
FALSE,21000,3771
FALSE,210000,3
FALSE,2104000,1
FALSE,211000,2
FALSE,212000,1
FALSE,213000,2
FALSE,214000,1
FALSE,215000,2
FALSE,2153000,1
FALSE,216000,2
FALSE,217000,4
FALSE,218000,1
FALSE,219000,3
FALSE,22000,3737
FALSE,220000,5
FALSE,222000,1
FALSE,223000,1
FALSE,224000,2
FALSE,2240000,1
FALSE,225000,2
FALSE,2259000,1
FALSE,2267000,1
FALSE,227000,1
FALSE,2275000,1
FALSE,228000,2
FALSE,2281000,1
FALSE,2298000,1
FALSE,23000,3406
FALSE,2308000,1
FALSE,232000,2
FALSE,2332000,1
FALSE,234000,3
FALSE,235000,1
FALSE,2350000,1
FALSE,2355000,1
FALSE,236000,1
FALSE,237000,2
FALSE,24000,3507
FALSE,240000,4
FALSE,241000,2
FALSE,242000,1
FALSE,244000,1
FALSE,245000,3
FALSE,248000,1
FALSE,249000,1
FALSE,25000,5762
FALSE,250000,6
FALSE,251000,1
FALSE,253000,2
FALSE,2537000,1
FALSE,254000,3
FALSE,257000,1
FALSE,25793000,1
FALSE,26000,3060
FALSE,260000,3
FALSE,261000,2
FALSE,2623000,1
FALSE,263000,1
FALSE,264000,2
FALSE,265000,1
FALSE,268000,1
FALSE,2688000,1
FALSE,2692000,1
FALSE,27000,2972
FALSE,270000,5
FALSE,272000,1
FALSE,275000,1
FALSE,2751000,1
FALSE,277000,1
FALSE,27969000,1
FALSE,28000,3081
FALSE,280000,4
FALSE,281000,3
FALSE,282000,2
FALSE,288000,1
FALSE,29000,2916
FALSE,291000,1
FALSE,292000,1
FALSE,294000,1
FALSE,295000,1
FALSE,296000,1
FALSE,299000,2
FALSE,29999,1
FALSE,3000,2507
FALSE,30000,4542
FALSE,300000,4
FALSE,301000,3
FALSE,303000,2
FALSE,304000,1
FALSE,305000,1
FALSE,3056000,1
FALSE,3081000,1
FALSE,3095000,1
FALSE,31000,2783
FALSE,310000,1
FALSE,312000,1
FALSE,32000,2819
FALSE,320000,2
FALSE,322000,2
FALSE,3223000,1
FALSE,3236000,1
FALSE,327000,2
FALSE,3270000,1
FALSE,3288000,1
FALSE,33000,2616
FALSE,330000,1
FALSE,331000,1
FALSE,332000,1
FALSE,333000,1
FALSE,334000,1
FALSE,335000,1
FALSE,338000,1
FALSE,34000,2384
FALSE,340000,1
FALSE,342000,1
FALSE,343000,1
FALSE,3432000,1
FALSE,345000,1
FALSE,347000,1
FALSE,349000,1
FALSE,35000,2689
FALSE,3504000,1
FALSE,351000,1
FALSE,3513000,1
FALSE,352000,1
FALSE,3542000,1
FALSE,355000,1
FALSE,35510000,1
FALSE,356000,1
FALSE,36000,2221
FALSE,360000,1
FALSE,3600000,1
FALSE,366000,1
FALSE,367000,1
FALSE,369000,1
FALSE,37000,2062
FALSE,3702000,1
FALSE,373000,1
FALSE,3740000,1
FALSE,3753000,1
FALSE,376000,1
FALSE,377000,1
FALSE,38000,2084
FALSE,381000,1
FALSE,3823000,1
FALSE,386000,2
FALSE,39000,1938
FALSE,390000,1
FALSE,399000,1
FALSE,4000,2652
FALSE,40000,2665
FALSE,4067000,1
FALSE,41000,1765
FALSE,410000,1
FALSE,4100000,1
FALSE,414000,1
FALSE,4150000,2
FALSE,42000,1733
FALSE,420000,1
FALSE,421000,1
FALSE,423000,1
FALSE,425000,1
FALSE,427000,1
FALSE,428000,1
FALSE,43000,1636
FALSE,4333000,1
FALSE,436000,1
FALSE,4383000,1
FALSE,4385000,1
FALSE,44000,1557
FALSE,440000,1
FALSE,447000,1
FALSE,45000,1788
FALSE,4511000,1
FALSE,453000,1
FALSE,454000,1
FALSE,459000,1
FALSE,46000,1418
FALSE,462000,1
FALSE,46999,1
FALSE,47000,1368
FALSE,470000,1
FALSE,471000,2
FALSE,477000,1
FALSE,4787000,1
FALSE,48000,1348
FALSE,486000,1
FALSE,4869000,1
FALSE,49000,1225
FALSE,4903000,1
FALSE,4919000,1
FALSE,492000,1
FALSE,49510000,1
FALSE,497000,1
FALSE,499000,1
FALSE,5000,3531
FALSE,50000,1938
FALSE,505000,1
FALSE,5074000,1
FALSE,51000,1016
FALSE,515000,1
FALSE,52000,1014
FALSE,520000,1
FALSE,53000,916
FALSE,530000,1
FALSE,532000,1
FALSE,537000,1
FALSE,54000,824
FALSE,546000,2
FALSE,549000,1
FALSE,55000,935
FALSE,550000,1
FALSE,558000,1
FALSE,56000,760
FALSE,568000,2
FALSE,57000,747
FALSE,570000,1
FALSE,5784000,1
FALSE,58000,733
FALSE,583000,1
FALSE,59000,626
FALSE,596000,1
FALSE,598000,1
FALSE,5998,1
FALSE,6000,3268
FALSE,60000,928
